split,sentence_id,token_id,token,label
train,68,4,spaCy,B-DOMAIN_TERM
train,68,5,to,O
train,68,6,improve,O
train,68,7,a,O
train,68,8,product,O
train,68,9,built,O
train,68,10,for,O
train,68,11,Afiniti,B-ORGANIZATION
train,68,12,.,O
train,69,1,Afiniti,B-ORGANIZATION
train,69,2,released,O
train,69,3,its,O
train,69,4,LangGraph,B-DOMAIN_TERM
train,69,5,research,O
train,69,6,report,O
train,69,7,in,O
train,69,8,tomorrow,B-DATE
train,69,9,.,O
train,70,1,Nida,B-PERSON
train,70,2,Aslam,I-PERSON
train,70,3,moved,O
train,70,4,to,O
train,70,5,Rawalpindi,B-LOCATION
train,70,6,in,O
train,70,7,March,B-DATE
train,70,8,2026,I-DATE
train,70,9,and,O
train,70,10,started,O
train,70,11,learning,O
train,70,12,retrieval,B-DOMAIN_TERM
train,70,13,augmented,I-DOMAIN_TERM
train,70,14,generation,I-DOMAIN_TERM
train,70,15,.,O
train,71,1,Ayesha,B-PERSON
train,71,2,Khan,I-PERSON
train,71,3,joined,O
train,71,4,OpenAI,B-ORGANIZATION
train,71,5,in,O
train,71,6,Saudi,B-LOCATION
train,71,7,Arabia,I-LOCATION
train,71,8,on,O
train,71,9,1,B-DATE
train,71,10,August,I-DATE
train,71,11,2026,I-DATE
train,71,12,to,O
train,71,13,work,O
train,71,14,on,O
train,71,15,natural,B-DOMAIN_TERM
train,71,16,language,I-DOMAIN_TERM
train,71,17,processing,I-DOMAIN_TERM
train,71,18,.,O
train,72,1,Ahmed,B-PERSON
train,72,2,Rauf,I-PERSON
train,72,3,presented,O
train,72,4,a,O
train,72,5,project,O
train,72,6,on,O
train,72,7,Hugging,B-DOMAIN_TERM
train,72,8,Face,I-DOMAIN_TERM
train,72,9,Transformers,I-DOMAIN_TERM
train,72,10,at,O
train,72,11,Systems,B-ORGANIZATION
train,72,12,Limited,I-ORGANIZATION
train,72,13,during,O
train,72,14,September,B-DATE
train,72,15,2026,I-DATE
train,72,16,.,O
train,73,1,Pakistani,B-ORGANIZATION
train,73,2,Software,I-ORGANIZATION
train,73,3,Export,I-ORGANIZATION
train,73,4,Board,I-ORGANIZATION
train,73,5,announced,O
train,73,6,a,O
train,73,7,new,O
train,73,8,deep,B-DOMAIN_TERM
train,73,9,learning,I-DOMAIN_TERM
train,73,10,team,O
train,73,11,in,O
train,73,12,Gulberg,B-LOCATION
train,73,13,Lahore,I-LOCATION
train,73,14,on,O
train,73,15,1,B-DATE
train,73,16,August,I-DATE
train,73,17,2026,I-DATE
train,73,18,.,O
train,74,1,Ayesha,B-PERSON
train,74,2,Khan,I-PERSON
train,74,3,is,O
train,74,4,an,O
train,74,5,engineer,O
train,74,6,from,O
train,74,7,Karachi,B-LOCATION
train,74,8,with,O
train,74,9,experience,O
train,74,10,in,O
train,74,11,deep,B-DOMAIN_TERM
train,74,12,learning,I-DOMAIN_TERM
train,74,13,.,O
train,75,1,OpenAI,B-ORGANIZATION
train,75,2,is,O
train,75,3,hiring,O
train,75,4,graduates,O
train,75,5,skilled,O
train,75,6,in,O
train,75,7,transformer,B-DOMAIN_TERM
train,75,8,architecture,I-DOMAIN_TERM
train,75,9,for,O
train,75,10,its,O
train,75,11,Karachi,B-LOCATION
train,75,12,office,O
train,75,13,.,O
train,76,1,Danish,B-PERSON
train,76,2,Ali,I-PERSON
train,76,3,will,O
train,76,4,attend,O
train,76,5,an,O
train,76,6,interview,O
train,76,7,at,O
train,76,8,NetSol,B-ORGANIZATION
train,76,9,Technologies,I-ORGANIZATION
train,76,10,on,O
train,76,11,September,B-DATE
train,76,12,2026,I-DATE
train,76,13,.,O
train,77,1,The,O
train,77,2,named,B-DOMAIN_TERM
train,77,3,entity,I-DOMAIN_TERM
train,77,4,recognition,I-DOMAIN_TERM
train,77,5,system,O
train,77,6,was,O
train,77,7,developed,O
train,77,8,by,O
train,77,9,OpenAI,B-ORGANIZATION
train,77,10,in,O
train,77,11,Lahore,B-LOCATION
train,77,12,.,O
train,78,1,Sana,B-PERSON
train,78,2,Javed,I-PERSON
train,78,3,used,O
train,78,4,LangChain,B-DOMAIN_TERM
train,78,5,to,O
train,78,6,improve,O
train,78,7,a,O
train,78,8,product,O
train,78,9,built,O
train,78,10,for,O
train,78,11,Punjab,B-ORGANIZATION
train,78,12,University,I-ORGANIZATION
train,78,13,.,O
train,79,1,Pakistani,B-ORGANIZATION
train,79,2,Software,I-ORGANIZATION
train,79,3,Export,I-ORGANIZATION
train,79,4,Board,I-ORGANIZATION
train,79,5,released,O
train,79,6,its,O
train,79,7,model,B-DOMAIN_TERM
train,79,8,fine,I-DOMAIN_TERM
train,79,9,tuning,I-DOMAIN_TERM
train,79,10,research,O
train,79,11,report,O
train,79,12,in,O
train,79,13,Monday,B-DATE
train,79,14,.,O
train,80,1,Ahmed,B-PERSON
train,80,2,Rauf,I-PERSON
train,80,3,moved,O
train,80,4,to,O
train,80,5,Faisalabad,B-LOCATION
train,80,6,in,O
train,80,7,next,B-DATE
train,80,8,Friday,I-DATE
train,80,9,and,O
train,80,10,started,O
train,80,11,learning,O
train,80,12,computer,B-DOMAIN_TERM
train,80,13,vision,I-DOMAIN_TERM
train,80,14,.,O
train,81,1,Maryam,B-PERSON
train,81,2,Tariq,I-PERSON
train,81,3,joined,O
train,81,4,Microsoft,B-ORGANIZATION
train,81,5,Pakistan,I-ORGANIZATION
train,81,6,in,O
train,81,7,Dubai,B-LOCATION
train,81,8,on,O
train,81,9,October,B-DATE
train,81,10,2026,I-DATE
train,81,11,to,O
train,81,12,work,O
train,81,13,on,O
train,81,14,MLOps,B-DOMAIN_TERM
train,81,15,.,O
train,82,1,Ali,B-PERSON
train,82,2,Raza,I-PERSON
train,82,3,presented,O
train,82,4,a,O
train,82,5,project,O
train,82,6,on,O
train,82,7,REST,B-DOMAIN_TERM
train,82,8,API,I-DOMAIN_TERM
train,82,9,at,O
train,82,10,Systems,B-ORGANIZATION
train,82,11,Limited,I-ORGANIZATION
train,82,12,during,O
train,82,13,September,B-DATE
train,82,14,2026,I-DATE
train,82,15,.,O
train,83,1,NetSol,B-ORGANIZATION
train,83,2,Technologies,I-ORGANIZATION
train,83,3,announced,O
train,83,4,a,O
train,83,5,new,O
train,83,6,LangChain,B-DOMAIN_TERM
train,83,7,team,O
train,83,8,in,O
train,83,9,Doha,B-LOCATION
train,83,10,on,O
train,83,11,Monday,B-DATE
train,83,12,.,O
train,84,1,Bilal,B-PERSON
train,84,2,Hussain,I-PERSON
train,84,3,is,O
train,84,4,an,O
train,84,5,engineer,O
train,84,6,from,O
train,84,7,Silicon,B-LOCATION
train,84,8,Valley,I-LOCATION
train,84,9,with,O
train,84,10,experience,O
train,84,11,in,O
train,84,12,named,B-DOMAIN_TERM
train,84,13,entity,I-DOMAIN_TERM
train,84,14,recognition,I-DOMAIN_TERM
train,84,15,.,O
train,85,1,Techlogix,B-ORGANIZATION
train,85,2,is,O
train,85,3,hiring,O
train,85,4,graduates,O
train,85,5,skilled,O
train,85,6,in,O
train,85,7,spaCy,B-DOMAIN_TERM
train,85,8,for,O
train,85,9,its,O
train,85,10,Faisalabad,B-LOCATION
train,85,11,office,O
train,85,12,.,O
train,86,1,Mehwish,B-PERSON
train,86,2,Akhtar,I-PERSON
train,86,3,will,O
train,86,4,attend,O
train,86,5,an,O
train,86,6,interview,O
train,86,7,at,O
train,86,8,Lahore,B-ORGANIZATION
train,86,9,University,I-ORGANIZATION
train,86,10,of,I-ORGANIZATION
train,86,11,Management,I-ORGANIZATION
train,86,12,Sciences,I-ORGANIZATION
train,86,13,on,O
train,86,14,September,B-DATE
train,86,15,2026,I-DATE
train,86,16,.,O
train,87,1,The,O
train,87,2,LangGraph,B-DOMAIN_TERM
train,87,3,system,O
train,87,4,was,O
train,87,5,developed,O
train,87,6,by,O
train,87,7,Systems,B-ORGANIZATION
train,87,8,Limited,I-ORGANIZATION
train,87,9,in,O
train,87,10,United,B-LOCATION
train,87,11,Arab,I-LOCATION
train,87,12,Emirates,I-LOCATION
train,87,13,.,O
train,88,1,Maryam,B-PERSON
train,88,2,Tariq,I-PERSON
train,88,3,used,O
train,88,4,computer,B-DOMAIN_TERM
train,88,5,vision,I-DOMAIN_TERM
train,88,6,to,O
train,88,7,improve,O
train,88,8,a,O
train,88,9,product,O
train,88,10,built,O
train,88,11,for,O
train,88,12,Pakistani,B-ORGANIZATION
train,88,13,Software,I-ORGANIZATION
train,88,14,Export,I-ORGANIZATION
train,88,15,Board,I-ORGANIZATION
train,88,16,.,O
train,89,1,NetSol,B-ORGANIZATION
train,89,2,Technologies,I-ORGANIZATION
train,89,3,released,O
train,89,4,its,O
train,89,5,multi,B-DOMAIN_TERM
train,89,6,agent,I-DOMAIN_TERM
train,89,7,systems,I-DOMAIN_TERM
train,89,8,research,O
train,89,9,report,O
train,89,10,in,O
train,89,11,15,B-DATE
train,89,12,July,I-DATE
train,89,13,2026,I-DATE
train,89,14,.,O
train,90,1,Mehwish,B-PERSON
train,90,2,Akhtar,I-PERSON
train,90,3,moved,O
train,90,4,to,O
train,90,5,Faisalabad,B-LOCATION
train,90,6,in,O
train,90,7,March,B-DATE
train,90,8,2026,I-DATE
train,90,9,and,O
train,90,10,started,O
train,90,11,learning,O
train,90,12,data,B-DOMAIN_TERM
train,90,13,preprocessing,I-DOMAIN_TERM
train,90,14,.,O
train,91,1,Hamza,B-PERSON
train,91,2,Siddiqui,I-PERSON
train,91,3,joined,O
train,91,4,Lahore,B-ORGANIZATION
train,91,5,University,I-ORGANIZATION
train,91,6,of,I-ORGANIZATION
train,91,7,Management,I-ORGANIZATION
train,91,8,Sciences,I-ORGANIZATION
train,91,9,in,O
train,91,10,Dubai,B-LOCATION
train,91,11,on,O
train,91,12,Monday,B-DATE
train,91,13,to,O
train,91,14,work,O
train,91,15,on,O
train,91,16,model,B-DOMAIN_TERM
train,91,17,fine,I-DOMAIN_TERM
train,91,18,tuning,I-DOMAIN_TERM
train,91,19,.,O
train,92,1,Bilal,B-PERSON
train,92,2,Hussain,I-PERSON
train,92,3,presented,O
train,92,4,a,O
train,92,5,project,O
train,92,6,on,O
train,92,7,natural,B-DOMAIN_TERM
train,92,8,language,I-DOMAIN_TERM
train,92,9,processing,I-DOMAIN_TERM
train,92,10,at,O
train,92,11,Google,B-ORGANIZATION
train,92,12,during,O
train,92,13,March,B-DATE
train,92,14,2026,I-DATE
train,92,15,.,O
train,93,1,Punjab,B-ORGANIZATION
train,93,2,University,I-ORGANIZATION
train,93,3,announced,O
train,93,4,a,O
train,93,5,new,O
train,93,6,BIO,B-DOMAIN_TERM
train,93,7,tagging,I-DOMAIN_TERM
train,93,8,team,O
train,93,9,in,O
train,93,10,Abu,B-LOCATION
train,93,11,Dhabi,I-LOCATION
train,93,12,on,O
train,93,13,April,B-DATE
train,93,14,2025,I-DATE
train,93,15,.,O
train,94,1,Ayesha,B-PERSON
train,94,2,Khan,I-PERSON
train,94,3,is,O
train,94,4,an,O
train,94,5,engineer,O
train,94,6,from,O
train,94,7,Dubai,B-LOCATION
train,94,8,with,O
train,94,9,experience,O
train,94,10,in,O
train,94,11,computer,B-DOMAIN_TERM
train,94,12,vision,I-DOMAIN_TERM
train,94,13,.,O
train,95,1,Arbisoft,B-ORGANIZATION
train,95,2,is,O
train,95,3,hiring,O
train,95,4,graduates,O
train,95,5,skilled,O
train,95,6,in,O
train,95,7,LangGraph,B-DOMAIN_TERM
train,95,8,for,O
train,95,9,its,O
train,95,10,Saudi,B-LOCATION
train,95,11,Arabia,I-LOCATION
train,95,12,office,O
train,95,13,.,O
train,96,1,Sana,B-PERSON
train,96,2,Javed,I-PERSON
train,96,3,will,O
train,96,4,attend,O
train,96,5,an,O
train,96,6,interview,O
train,96,7,at,O
train,96,8,Google,B-ORGANIZATION
train,96,9,on,O
train,96,10,15,B-DATE
train,96,11,July,I-DATE
train,96,12,2026,I-DATE
train,96,13,.,O
train,97,1,The,O
train,97,2,prompt,B-DOMAIN_TERM
train,97,3,engineering,I-DOMAIN_TERM
train,97,4,system,O
train,97,5,was,O
train,97,6,developed,O
train,97,7,by,O
train,97,8,Google,B-ORGANIZATION
train,97,9,in,O
train,97,10,Lahore,B-LOCATION
train,97,11,.,O
train,98,1,Saad,B-PERSON
train,98,2,Qureshi,I-PERSON
train,98,3,used,O
train,98,4,computer,B-DOMAIN_TERM
train,98,5,vision,I-DOMAIN_TERM
train,98,6,to,O
train,98,7,improve,O
train,98,8,a,O
train,98,9,product,O
train,98,10,built,O
train,98,11,for,O
train,98,12,Google,B-ORGANIZATION
train,98,13,.,O
train,99,1,CureMD,B-ORGANIZATION
train,99,2,released,O
train,99,3,its,O
train,99,4,natural,B-DOMAIN_TERM
train,99,5,language,I-DOMAIN_TERM
train,99,6,processing,I-DOMAIN_TERM
train,99,7,research,O
train,99,8,report,O
train,99,9,in,O
train,99,10,October,B-DATE
train,99,11,2026,I-DATE
train,99,12,.,O
train,100,1,Hira,B-PERSON
train,100,2,Shah,I-PERSON
train,100,3,moved,O
train,100,4,to,O
train,100,5,United,B-LOCATION
train,100,6,Arab,I-LOCATION
train,100,7,Emirates,I-LOCATION
train,100,8,in,O
train,100,9,Monday,B-DATE
train,100,10,and,O
train,100,11,started,O
train,100,12,learning,O
train,100,13,model,B-DOMAIN_TERM
train,100,14,fine,I-DOMAIN_TERM
train,100,15,tuning,I-DOMAIN_TERM
train,100,16,.,O
train,101,1,Sara,B-PERSON
train,101,2,Ahmed,I-PERSON
train,101,3,joined,O
train,101,4,Techlogix,B-ORGANIZATION
train,101,5,in,O
train,101,6,Johar,B-LOCATION
train,101,7,Town,I-LOCATION
train,101,8,on,O
train,101,9,1,B-DATE
train,101,10,August,I-DATE
train,101,11,2026,I-DATE
train,101,12,to,O
train,101,13,work,O
train,101,14,on,O
train,101,15,PyTorch,B-DOMAIN_TERM
train,101,16,.,O
train,102,1,Mahnoor,B-PERSON
train,102,2,Rehman,I-PERSON
train,102,3,presented,O
train,102,4,a,O
train,102,5,project,O
train,102,6,on,O
train,102,7,transformer,B-DOMAIN_TERM
train,102,8,architecture,I-DOMAIN_TERM
train,102,9,at,O
train,102,10,Lahore,B-ORGANIZATION
train,102,11,University,I-ORGANIZATION
train,102,12,of,I-ORGANIZATION
train,102,13,Management,I-ORGANIZATION
train,102,14,Sciences,I-ORGANIZATION
train,102,15,during,O
train,102,16,October,B-DATE
train,102,17,2026,I-DATE
train,102,18,.,O
train,103,1,National,B-ORGANIZATION
train,103,2,University,I-ORGANIZATION
train,103,3,of,I-ORGANIZATION
train,103,4,Sciences,I-ORGANIZATION
train,103,5,and,I-ORGANIZATION
train,103,6,Technology,I-ORGANIZATION
train,103,7,announced,O
train,103,8,a,O
train,103,9,new,O
train,103,10,PyTorch,B-DOMAIN_TERM
train,103,11,team,O
train,103,12,in,O
train,103,13,Johar,B-LOCATION
train,103,14,Town,I-LOCATION
train,103,15,on,O
train,103,16,January,B-DATE
train,103,17,2025,I-DATE
train,103,18,.,O
train,104,1,Jamal,B-PERSON
train,104,2,Masood,I-PERSON
train,104,3,is,O
train,104,4,an,O
train,104,5,engineer,O
train,104,6,from,O
train,104,7,Saudi,B-LOCATION
train,104,8,Arabia,I-LOCATION
train,104,9,with,O
train,104,10,experience,O
train,104,11,in,O
train,104,12,vector,B-DOMAIN_TERM
train,104,13,database,I-DOMAIN_TERM
train,104,14,.,O
train,105,1,National,B-ORGANIZATION
train,105,2,University,I-ORGANIZATION
train,105,3,of,I-ORGANIZATION
train,105,4,Sciences,I-ORGANIZATION
train,105,5,and,I-ORGANIZATION
train,105,6,Technology,I-ORGANIZATION
train,105,7,is,O
train,105,8,hiring,O
train,105,9,graduates,O
train,105,10,skilled,O
train,105,11,in,O
train,105,12,multi,B-DOMAIN_TERM
train,105,13,agent,I-DOMAIN_TERM
train,105,14,systems,I-DOMAIN_TERM
train,105,15,for,O
train,105,16,its,O
train,105,17,United,B-LOCATION
train,105,18,Arab,I-LOCATION
train,105,19,Emirates,I-LOCATION
train,105,20,office,O
train,105,21,.,O
train,106,1,Zainab,B-PERSON
train,106,2,Iqbal,I-PERSON
train,106,3,will,O
train,106,4,attend,O
train,106,5,an,O
train,106,6,interview,O
train,106,7,at,O
train,106,8,CureMD,B-ORGANIZATION
train,106,9,on,O
train,106,10,5,B-DATE
train,106,11,May,I-DATE
train,106,12,2026,I-DATE
train,106,13,.,O
train,107,1,The,O
train,107,2,Hugging,B-DOMAIN_TERM
train,107,3,Face,I-DOMAIN_TERM
train,107,4,Transformers,I-DOMAIN_TERM
train,107,5,system,O
train,107,6,was,O
train,107,7,developed,O
train,107,8,by,O
train,107,9,Afiniti,B-ORGANIZATION
train,107,10,in,O
train,107,11,Gulberg,B-LOCATION
train,107,12,Lahore,I-LOCATION
train,107,13,.,O
train,108,1,Zainab,B-PERSON
train,108,2,Iqbal,I-PERSON
train,108,3,used,O
train,108,4,spaCy,B-DOMAIN_TERM
train,108,5,to,O
train,108,6,improve,O
train,108,7,a,O
train,108,8,product,O
train,108,9,built,O
train,108,10,for,O
train,108,11,Confiz,B-ORGANIZATION
train,108,12,.,O
train,109,1,CureMD,B-ORGANIZATION
train,109,2,released,O
train,109,3,its,O
train,109,4,transformer,B-DOMAIN_TERM
train,109,5,architecture,I-DOMAIN_TERM
train,109,6,research,O
train,109,7,report,O
train,109,8,in,O
train,109,9,5,B-DATE
train,109,10,May,I-DATE
train,109,11,2026,I-DATE
train,109,12,.,O
train,110,1,Zainab,B-PERSON
train,110,2,Iqbal,I-PERSON
train,110,3,moved,O
train,110,4,to,O
train,110,5,United,B-LOCATION
train,110,6,Arab,I-LOCATION
train,110,7,Emirates,I-LOCATION
train,110,8,in,O
train,110,9,Monday,B-DATE
train,110,10,and,O
train,110,11,started,O
train,110,12,learning,O
train,110,13,FastAPI,B-DOMAIN_TERM
train,110,14,.,O
train,111,1,Ahmed,B-PERSON
train,111,2,Rauf,I-PERSON
train,111,3,joined,O
train,111,4,CureMD,B-ORGANIZATION
train,111,5,in,O
train,111,6,Gulberg,B-LOCATION
train,111,7,Lahore,I-LOCATION
train,111,8,on,O
train,111,9,15,B-DATE
train,111,10,July,I-DATE
train,111,11,2026,I-DATE
train,111,12,to,O
train,111,13,work,O
train,111,14,on,O
train,111,15,MLOps,B-DOMAIN_TERM
train,111,16,.,O
train,112,1,Bilal,B-PERSON
train,112,2,Hussain,I-PERSON
train,112,3,presented,O
train,112,4,a,O
train,112,5,project,O
train,112,6,on,O
train,112,7,FastAPI,B-DOMAIN_TERM
train,112,8,at,O
train,112,9,Techlogix,B-ORGANIZATION
train,112,10,during,O
train,112,11,1,B-DATE
train,112,12,August,I-DATE
train,112,13,2026,I-DATE
train,112,14,.,O
train,113,1,Techlogix,B-ORGANIZATION
train,113,2,announced,O
train,113,3,a,O
train,113,4,new,O
train,113,5,BIO,B-DOMAIN_TERM
train,113,6,tagging,I-DOMAIN_TERM
train,113,7,team,O
train,113,8,in,O
train,113,9,Lahore,B-LOCATION
train,113,10,on,O
train,113,11,15,B-DATE
train,113,12,July,I-DATE
train,113,13,2026,I-DATE
train,113,14,.,O
train,114,1,Fatima,B-PERSON
train,114,2,Noor,I-PERSON
train,114,3,is,O
train,114,4,an,O
train,114,5,engineer,O
train,114,6,from,O
train,114,7,Faisalabad,B-LOCATION
train,114,8,with,O
train,114,9,experience,O
train,114,10,in,O
train,114,11,large,B-DOMAIN_TERM
train,114,12,language,I-DOMAIN_TERM
train,114,13,models,I-DOMAIN_TERM
train,114,14,.,O
train,115,1,Afiniti,B-ORGANIZATION
train,115,2,is,O
train,115,3,hiring,O
train,115,4,graduates,O
train,115,5,skilled,O
train,115,6,in,O
train,115,7,vector,B-DOMAIN_TERM
train,115,8,database,I-DOMAIN_TERM
train,115,9,for,O
train,115,10,its,O
train,115,11,Dubai,B-LOCATION
train,115,12,office,O
train,115,13,.,O
train,116,1,Sana,B-PERSON
train,116,2,Javed,I-PERSON
train,116,3,will,O
train,116,4,attend,O
train,116,5,an,O
train,116,6,interview,O
train,116,7,at,O
train,116,8,OpenAI,B-ORGANIZATION
train,116,9,on,O
train,116,10,15,B-DATE
train,116,11,July,I-DATE
train,116,12,2026,I-DATE
train,116,13,.,O
train,117,1,The,O
train,117,2,semantic,B-DOMAIN_TERM
train,117,3,search,I-DOMAIN_TERM
train,117,4,system,O
train,117,5,was,O
train,117,6,developed,O
train,117,7,by,O
train,117,8,Confiz,B-ORGANIZATION
train,117,9,in,O
train,117,10,Faisalabad,B-LOCATION
train,117,11,.,O
train,118,1,Sana,B-PERSON
train,118,2,Javed,I-PERSON
train,118,3,used,O
train,118,4,LangGraph,B-DOMAIN_TERM
train,118,5,to,O
train,118,6,improve,O
train,118,7,a,O
train,118,8,product,O
train,118,9,built,O
train,118,10,for,O
train,118,11,Systems,B-ORGANIZATION
train,118,12,Limited,I-ORGANIZATION
train,118,13,.,O
train,119,1,Techlogix,B-ORGANIZATION
train,119,2,released,O
train,119,3,its,O
train,119,4,model,B-DOMAIN_TERM
train,119,5,fine,I-DOMAIN_TERM
train,119,6,tuning,I-DOMAIN_TERM
train,119,7,research,O
train,119,8,report,O
train,119,9,in,O
train,119,10,15,B-DATE
train,119,11,July,I-DATE
train,119,12,2026,I-DATE
train,119,13,.,O
train,120,1,Ahmed,B-PERSON
train,120,2,Rauf,I-PERSON
train,120,3,moved,O
train,120,4,to,O
train,120,5,Dubai,B-LOCATION
train,120,6,in,O
train,120,7,today,B-DATE
train,120,8,and,O
train,120,9,started,O
train,120,10,learning,O
train,120,11,large,B-DOMAIN_TERM
train,120,12,language,I-DOMAIN_TERM
train,120,13,models,I-DOMAIN_TERM
train,120,14,.,O
train,121,1,Maryam,B-PERSON
train,121,2,Tariq,I-PERSON
train,121,3,joined,O
train,121,4,Google,B-ORGANIZATION
train,121,5,in,O
train,121,6,Faisalabad,B-LOCATION
train,121,7,on,O
train,121,8,today,B-DATE
train,121,9,to,O
train,121,10,work,O
train,121,11,on,O
train,121,12,PyTorch,B-DOMAIN_TERM
train,121,13,.,O
train,122,1,Ahmed,B-PERSON
train,122,2,Rauf,I-PERSON
train,122,3,presented,O
train,122,4,a,O
train,122,5,project,O
train,122,6,on,O
train,122,7,LangGraph,B-DOMAIN_TERM
train,122,8,at,O
train,122,9,Afiniti,B-ORGANIZATION
train,122,10,during,O
train,122,11,March,B-DATE
train,122,12,2026,I-DATE
train,122,13,.,O
train,123,1,Confiz,B-ORGANIZATION
train,123,2,announced,O
train,123,3,a,O
train,123,4,new,O
train,123,5,FastAPI,B-DOMAIN_TERM
train,123,6,team,O
train,123,7,in,O
train,123,8,Abu,B-LOCATION
train,123,9,Dhabi,I-LOCATION
train,123,10,on,O
train,123,11,today,B-DATE
train,123,12,.,O
train,124,1,Fatima,B-PERSON
train,124,2,Noor,I-PERSON
train,124,3,is,O
train,124,4,an,O
train,124,5,engineer,O
train,124,6,from,O
train,124,7,Pakistan,B-LOCATION
train,124,8,with,O
train,124,9,experience,O
train,124,10,in,O
train,124,11,FastAPI,B-DOMAIN_TERM
train,124,12,.,O
train,125,1,Data,B-ORGANIZATION
train,125,2,Science,I-ORGANIZATION
train,125,3,Lab,I-ORGANIZATION
train,125,4,is,O
train,125,5,hiring,O
train,125,6,graduates,O
train,125,7,skilled,O
train,125,8,in,O
train,125,9,token,B-DOMAIN_TERM
train,125,10,classification,I-DOMAIN_TERM
train,125,11,for,O
train,125,12,its,O
train,125,13,Lahore,B-LOCATION
train,125,14,office,O
train,125,15,.,O
train,126,1,Hamza,B-PERSON
train,126,2,Siddiqui,I-PERSON
train,126,3,will,O
train,126,4,attend,O
train,126,5,an,O
train,126,6,interview,O
train,126,7,at,O
train,126,8,Afiniti,B-ORGANIZATION
train,126,9,on,O
train,126,10,September,B-DATE
train,126,11,2026,I-DATE
train,126,12,.,O
train,127,1,The,O
train,127,2,model,B-DOMAIN_TERM
train,127,3,fine,I-DOMAIN_TERM
train,127,4,tuning,I-DOMAIN_TERM
train,127,5,system,O
train,127,6,was,O
train,127,7,developed,O
train,127,8,by,O
train,127,9,Microsoft,B-ORGANIZATION
train,127,10,Pakistan,I-ORGANIZATION
train,127,11,in,O
train,127,12,Riyadh,B-LOCATION
train,127,13,.,O
train,128,1,Hamza,B-PERSON
train,128,2,Siddiqui,I-PERSON
train,128,3,used,O
train,128,4,multi,B-DOMAIN_TERM
train,128,5,agent,I-DOMAIN_TERM
train,128,6,systems,I-DOMAIN_TERM
train,128,7,to,O
train,128,8,improve,O
train,128,9,a,O
train,128,10,product,O
train,128,11,built,O
train,128,12,for,O
train,128,13,Google,B-ORGANIZATION
train,128,14,.,O
train,129,1,Punjab,B-ORGANIZATION
train,129,2,University,I-ORGANIZATION
train,129,3,released,O
train,129,4,its,O
train,129,5,LangChain,B-DOMAIN_TERM
train,129,6,research,O
train,129,7,report,O
train,129,8,in,O
train,129,9,March,B-DATE
train,129,10,2026,I-DATE
train,129,11,.,O
train,130,1,Mahnoor,B-PERSON
train,130,2,Rehman,I-PERSON
train,130,3,moved,O
train,130,4,to,O
train,130,5,Karachi,B-LOCATION
train,130,6,in,O
train,130,7,April,B-DATE
train,130,8,2025,I-DATE
train,130,9,and,O
train,130,10,started,O
train,130,11,learning,O
train,130,12,MLOps,B-DOMAIN_TERM
train,130,13,.,O
train,131,1,Zainab,B-PERSON
train,131,2,Iqbal,I-PERSON
train,131,3,joined,O
train,131,4,Punjab,B-ORGANIZATION
train,131,5,University,I-ORGANIZATION
train,131,6,in,O
train,131,7,Faisalabad,B-LOCATION
train,131,8,on,O
train,131,9,Monday,B-DATE
train,131,10,to,O
train,131,11,work,O
train,131,12,on,O
train,131,13,retrieval,B-DOMAIN_TERM
train,131,14,augmented,I-DOMAIN_TERM
train,131,15,generation,I-DOMAIN_TERM
train,131,16,.,O
train,132,1,Usman,B-PERSON
train,132,2,Malik,I-PERSON
train,132,3,presented,O
train,132,4,a,O
train,132,5,project,O
train,132,6,on,O
train,132,7,Hugging,B-DOMAIN_TERM
train,132,8,Face,I-DOMAIN_TERM
train,132,9,Transformers,I-DOMAIN_TERM
train,132,10,at,O
train,132,11,Systems,B-ORGANIZATION
train,132,12,Limited,I-ORGANIZATION
train,132,13,during,O
train,132,14,Monday,B-DATE
train,132,15,.,O
train,133,1,Data,B-ORGANIZATION
train,133,2,Science,I-ORGANIZATION
train,133,3,Lab,I-ORGANIZATION
train,133,4,announced,O
train,133,5,a,O
train,133,6,new,O
train,133,7,spaCy,B-DOMAIN_TERM
train,133,8,team,O
train,133,9,in,O
train,133,10,Johar,B-LOCATION
train,133,11,Town,I-LOCATION
train,133,12,on,O
train,133,13,15,B-DATE
train,133,14,July,I-DATE
train,133,15,2026,I-DATE
train,133,16,.,O
train,134,1,Sana,B-PERSON
train,134,2,Javed,I-PERSON
train,134,3,is,O
train,134,4,an,O
train,134,5,engineer,O
train,134,6,from,O
train,134,7,United,B-LOCATION
train,134,8,Arab,I-LOCATION
train,134,9,Emirates,I-LOCATION
train,134,10,with,O
train,134,11,experience,O
train,134,12,in,O
train,134,13,retrieval,B-DOMAIN_TERM
train,134,14,augmented,I-DOMAIN_TERM
train,134,15,generation,I-DOMAIN_TERM
train,134,16,.,O
train,135,1,Microsoft,B-ORGANIZATION
train,135,2,Pakistan,I-ORGANIZATION
train,135,3,is,O
train,135,4,hiring,O
train,135,5,graduates,O
train,135,6,skilled,O
train,135,7,in,O
train,135,8,computer,B-DOMAIN_TERM
train,135,9,vision,I-DOMAIN_TERM
train,135,10,for,O
train,135,11,its,O
train,135,12,Abu,B-LOCATION
train,135,13,Dhabi,I-LOCATION
train,135,14,office,O
train,135,15,.,O
train,136,1,Jamal,B-PERSON
train,136,2,Masood,I-PERSON
